CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4696-88114,Female,1,No,No,20,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.5,1773.39,No
6969-69395,Female,0,No,No,64,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.69,4986.28,No
3314-95591,Male,0,Yes,No,56,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,51.26,2951.88,No
9754-27653,Female,0,No,No,58,Yes,No phone service,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),51.28,3100.82,No
6312-44311,Female,0,No,No,30,No,No,No,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),43.82,1286.33,No
8379-15053,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.66,48.16,Yes
2305-38690,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),29.27,896.3,No
6017-24326,Female,1,Yes,Yes,46,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,23.22,1103.78,No
8838-93259,Male,1,Yes,No,39,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),61.42,2439.66,No
9544-69905,Female,0,Yes,No,54,Yes,Yes,No,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),84.2,4422.41,No
7377-66675,Male,1,Yes,Yes,45,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,21.95,983.59,No
2857-73652,Male,0,Yes,Yes,24,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Two year,No,Mailed check,66.26,1591.55,No
3469-42009,Female,1,Yes,Yes,27,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,95.97,2463.59,No
3437-54320,Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.01,1927.89,Yes
8791-97070,Male,1,No,No,49,No,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),70.9,3490.87,No
4324-90755,Male,0,Yes,No,63,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),110.55,6981.46,No
6175-90669,Male,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.05,1988.87,No
2602-86802,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),52.85,3067.97,Yes
2623-90230,Female,1,No,No,14,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),104.86,1418.92,Yes
2401-70437,Female,0,Yes,No,63,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,41.66,2636.01,No
5309-91363,Female,1,Yes,No,48,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,23.95,1201.21,No
1892-32938,Male,0,Yes,No,25,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,50.84,1266.99,No
1026-98264,Male,0,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,73.91,223.58,No
4564-86949,Female,1,Yes,Yes,27,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No,Yes,Two year,Yes,Electronic check,29.34,785.6,No
1488-64124,Male,0,No,No,24,No,No,No,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,104.88,2580.22,Yes
8445-53512,Female,1,No,Yes,7,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),99.84,698.35,No
5083-14203,Male,0,No,No,47,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.39,2781.84,Yes
9785-71536,Male,0,No,Yes,17,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,99.68,1718.53,No
1806-77980,Male,1,Yes,No,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),25.28,1711.61,No
2752-81093,Male,1,Yes,Yes,32,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),25.75,832.47,No
7898-95748,Female,0,No,Yes,48,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,19.26,953.5,No
4014-10975,Male,1,No,Yes,41,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No,Two year,Yes,Mailed check,113.85,4794.28,No
4297-82630,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,No,Credit card (automatic),54.55,2128.94,No
7406-63005,Female,1,Yes,No,45,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,23.36,1064.42,No
3675-27659,Male,1,No,No,20,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),44.26,900.98,No
6495-85927,Male,1,No,Yes,3,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,71.41,217.06,No
5873-90541,Male,0,No,Yes,23,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,99.56,2320.91,No
8794-98063,Female,1,Yes,No,69,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),82.19,5897.72,No
6671-49515,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),111.17,3527.68,No
2353-35451,Male,1,No,Yes,20,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),109.39,2148.21,No
2886-58157,Male,0,No,Yes,45,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Mailed check,96.98,4410.25,No
5324-45788,Female,1,No,No,49,Yes,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,25.1,1247.1,No
4625-56889,Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),55.78,3438.81,No
2370-77928,Male,1,No,No,21,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),108.2,2190.02,Yes
1704-38958,Male,1,Yes,No,20,No,No phone service,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,29.52,616.44,Yes
5995-66332,Male,0,Yes,Yes,62,No,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.53,4239.51,Yes
4755-79516,Male,0,No,No,4,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,87.0,352.93,No
1977-68864,Male,1,No,No,72,No,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),56.55,4223.24,No
2856-22270,Male,1,Yes,No,41,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,104.71,4474.75,No
6940-41626,Female,1,No,Yes,14,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),27.77,372.57,No
1466-70884,Male,0,No,Yes,41,Yes,No,DSL,No,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,52.3,2145.81,No
7536-82762,Female,1,Yes,No,44,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.81,4715.42,No
9215-37520,Male,1,Yes,Yes,45,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,104.91,4723.62,No
7334-25993,Male,0,No,Yes,17,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,77.22,1251.95,No
9256-17280,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,88.25,3722.83,Yes
8861-50755,Male,1,Yes,Yes,42,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.0,4843.45,No
4615-49108,Male,0,No,Yes,9,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Two year,No,Mailed check,48.2,440.33,No
6308-42450,Female,1,No,No,68,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,98.41,6840.51,No
8537-43700,Male,0,No,No,27,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.09,1460.71,Yes
5001-42455,Male,1,Yes,No,53,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),53.78,2964.76,No
7293-25261,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,111.17,6954.65,No
5723-83488,Male,1,Yes,No,21,Yes,No phone service,No,No internet service,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),22.91,472.47,No
8142-24864,Male,1,No,No,2,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,24.7,48.35,No
8477-10364,Female,0,No,Yes,43,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.87,2607.38,No
6752-63477,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),40.69,2034.28,No
7505-71223,Male,1,Yes,No,62,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),104.47,6405.24,Yes
4086-14047,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),51.55,2471.41,No
9183-23791,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,48.06,685.35,No
8577-34501,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,54.26,1138.14,No
6074-12188,Male,1,Yes,No,26,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),96.33,2521.73,Yes
6253-34025,Male,0,No,Yes,36,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,113.87,4035.37,No
8217-50311,Female,0,No,No,17,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),108.46,1775.99,No
1601-85125,Male,0,No,Yes,71,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,42.72,3153.04,No
7215-65760,Male,1,Yes,No,51,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),109.2,5490.95,No
6022-69832,Male,1,No,No,56,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,116.35,6382.53,No
7414-57657,Female,1,No,Yes,70,Yes,No,No,No,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),41.26,2954.57,No
4856-82949,Female,1,Yes,No,72,Yes,No phone service,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.05,5272.7,Yes
9279-64154,Female,1,Yes,No,50,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,43.0,2158.33,No
5215-15718,Female,1,Yes,Yes,66,Yes,No,No,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),86.48,5791.52,No
2965-25383,Female,1,No,No,68,Yes,No phone service,No,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,117.67,8371.78,Yes
2924-41275,Female,1,No,No,13,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Bank transfer (automatic),75.99,941.01,No
6980-37248,Female,1,Yes,No,59,Yes,No phone service,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,55.05,3360.47,No
9605-68953,Male,0,Yes,No,58,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,45.29,2596.69,No
7162-64627,Female,1,No,No,72,Yes,No,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,98.79,7113.12,No
7523-75564,Male,1,No,No,46,No,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,93.42,4424.55,No
3669-31772,Female,0,Yes,No,36,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),53.18,1973.97,No
5338-43379,Male,1,No,No,51,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,58.17,3044.96,No
1673-65931,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,36.52,1646.0,No
1213-80158,Female,0,Yes,Yes,34,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Credit card (automatic),73.79,2415.25,No
6127-80355,Male,1,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,52.7,1097.46,Yes
2514-40636,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),105.9,4314.36,No
7460-94149,Female,0,Yes,No,23,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),97.16,2143.89,No
7265-82284,Female,1,No,No,50,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),78.64,4121.74,No
8519-84045,Female,1,No,No,18,No,No phone service,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,43.07,738.38,Yes
7441-60257,Male,1,Yes,No,35,Yes,No phone service,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,105.05,3573.36,No
2392-58492,Male,0,Yes,No,45,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No internet service,One year,Yes,Mailed check,106.67,5032.27,No
4791-51887,Male,1,Yes,Yes,23,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,78.13,1742.34,No
4126-91002,Male,1,Yes,No,46,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,79.18,3479.75,Yes
4639-23084,Male,0,No,No,22,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,35.9,751.9,No
8303-11460,Female,0,Yes,Yes,5,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,39.24,199.06,No
7857-85266,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,88.69,1765.46,No
8836-92514,Female,1,No,Yes,56,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),38.7,2217.49,No
2718-73159,Male,1,No,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.67,94.36,Yes
7363-39736,Male,0,Yes,Yes,47,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.79,3137.94,No
5451-64130,Male,0,No,No,43,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,83.22,3644.54,No
5278-79783,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,59.86,2927.57,No
9095-70811,Female,1,No,Yes,10,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,36.54,360.6,Yes
5849-56523,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,88.72,4144.41,Yes
3809-85107,Male,1,No,Yes,71,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,No,Electronic check,41.32,3050.66,No
2019-30369,Male,1,Yes,No,50,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,68.16,3292.76,No
8010-33487,Female,1,No,No,53,No,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,59.49,2995.32,No
5397-48037,Female,0,Yes,No,6,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,24.59,146.41,No
8109-98783,Male,0,No,No,11,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),26.73,299.37,No
4487-23100,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),50.72,514.51,Yes
2063-42790,Male,1,No,No,11,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),51.13,552.31,No
2570-71150,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),49.52,2030.33,No
2308-11521,Male,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,113.4,1276.99,No
8618-18065,Female,1,No,No,55,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),76.57,4139.96,No
2073-50776,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,31.04,900.58,No
2067-97929,Female,1,No,No,21,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),89.81,1914.33,Yes
3806-81378,Male,1,Yes,No,17,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,63.31,1123.73,Yes
4814-30500,Male,0,No,Yes,57,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),54.85,3263.24,No
1143-60842,Female,1,Yes,No,6,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,63.12,362.46,No
5024-93171,Female,1,No,Yes,30,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,38.36,1184.71,Yes
1783-30698,Male,1,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,106.91,1221.93,No
3156-35076,Female,0,No,No,37,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.01,2074.9,No
7707-71030,Male,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),19.39,199.21,No
9724-92589,Female,1,No,Yes,28,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),45.6,1250.39,Yes
1348-23026,Male,0,No,Yes,15,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,95.98,1457.03,No
9551-99190,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),52.07,1793.71,No
9074-89433,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,22.64,1024.52,No
4510-12060,Female,0,No,Yes,25,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,One year,Yes,Electronic check,35.86,853.68,No
3274-95376,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,33.9,284.6,No
3075-32199,Male,1,Yes,No,28,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,91.15,2559.29,No
7952-50342,Female,0,No,No,38,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),55.32,2175.94,No
8658-89735,Female,1,No,No,35,No,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,91.21,3249.05,No
1782-57407,Male,1,No,Yes,16,Yes,No,No,No internet service,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),44.7,688.46,No
6425-16037,Male,1,No,No,24,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),73.8,1808.15,Yes
8657-64738,Female,0,No,No,55,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,82.38,4714.62,No
3411-30041,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),29.67,775.77,Yes
3671-52065,Female,0,No,No,47,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,108.86,5112.88,No
8720-67285,Female,1,No,Yes,33,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),24.88,805.3,No
7922-88899,Male,1,No,Yes,55,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),29.6,1568.88,No
8974-60976,Female,1,No,Yes,47,Yes,No,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),102.66,4910.23,No
6867-28003,Female,0,No,Yes,15,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,106.39,1548.99,Yes
6539-35511,Male,0,No,Yes,50,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,83.07,4209.66,No
6628-29510,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,52.37,3583.23,No
8679-54074,Female,0,Yes,No,27,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),85.27,2375.55,No
1298-27543,Male,0,No,Yes,15,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.96,739.03,No
2867-11236,Female,1,No,Yes,55,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.96,5042.61,No
2514-58039,Female,1,No,Yes,22,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),113.4,2511.48,Yes
4773-14888,Male,0,No,No,32,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),105.96,3387.45,No
1530-89310,Male,1,No,No,47,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),54.85,2577.7,No
2564-45518,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,44.27,1501.16,No
7824-47299,Male,1,No,Yes,15,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.32,379.86,Yes
3044-67586,Female,1,Yes,No,69,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.42,4559.97,Yes
6407-98226,Male,1,No,Yes,28,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),40.96,1164.62,Yes
2865-84023,Female,1,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,No,Electronic check,19.31,101.23,Yes
4266-33954,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,66.08,2052.0,No
9256-74191,Male,1,No,No,56,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,No,Electronic check,96.35,5572.02,No
8567-59958,Female,1,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,82.25,801.3,Yes
5043-19393,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),103.12,2462.81,No
6976-64510,Female,0,No,No,15,No,No,No,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,87.56,1363.65,No
1729-17926,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,72.47,4248.75,No
9390-61978,Male,1,Yes,No,47,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),91.65,4514.41,No
4746-25685,Male,1,No,No,54,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),88.25,4692.83,No
5841-68521,Female,0,No,Yes,42,Yes,No,DSL,No,No,No,Yes,No,No internet service,Two year,No,Credit card (automatic),88.4,3652.94,No
2145-57204,Female,1,Yes,No,53,Yes,Yes,No,Yes,No,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),30.76,1706.54,No
6272-59600,Male,0,No,No,14,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,One year,No,Electronic check,83.62,1222.05,No
4648-81790,Male,1,Yes,Yes,13,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.22,1005.25,Yes
5809-76237,Female,0,No,No,15,Yes,No phone service,No,No internet service,Yes,No,No,No,No,Two year,No,Mailed check,114.79,1695.08,Yes
