concession_type,atc_code,drug_class,year,month,target,date,drug_id,lag_1,lag_12,rolling_mean_3,rolling_mean_6
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1995,12,2852.0,1995-12-01,V04_DIAGNOSTIC AGENTS,70385.74,18279.0,30639.46666666667,17125.570000000003
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1995,12,127248.83,1995-12-01,V04_DIAGNOSTIC AGENTS,2852.0,786813.09,24935.913333333334,17561.903333333335
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,1,5401.0,1996-01-01,V04_DIAGNOSTIC AGENTS,127248.83,21848.0,66828.85666666667,37076.53833333334
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,1,244746.95,1996-01-01,V04_DIAGNOSTIC AGENTS,5401.0,947501.1,45167.27666666667,37903.371666666666
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,2,7295.0,1996-02-01,V04_DIAGNOSTIC AGENTS,244746.95,1406.0,125798.92666666668,75367.42
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,2,331443.94,1996-02-01,V04_DIAGNOSTIC AGENTS,7295.0,61226.53,85814.31666666667,76321.58666666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,3,9757.0,1996-03-01,V04_DIAGNOSTIC AGENTS,331443.94,234.0,194495.29666666666,119831.28666666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,3,440232.28,1996-03-01,V04_DIAGNOSTIC AGENTS,9757.0,10161.02,116165.31333333334,120982.12
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,4,12652.0,1996-04-01,V04_DIAGNOSTIC AGENTS,440232.28,440.0,260477.74,173146.02833333335
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,4,570158.29,1996-04-01,V04_DIAGNOSTIC AGENTS,12652.0,19962.66,154213.76,174354.52833333335
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,5,14548.0,1996-05-01,V04_DIAGNOSTIC AGENTS,570158.29,1570.0,341014.19,228589.75166666668
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,5,655962.14,1996-05-01,V04_DIAGNOSTIC AGENTS,14548.0,70385.74,199119.43000000002,229798.585
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,6,20863.0,1996-06-01,V04_DIAGNOSTIC AGENTS,655962.14,2852.0,413556.14333333337,283884.95166666666
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,6,945905.01,1996-06-01,V04_DIAGNOSTIC AGENTS,20863.0,127248.83,230457.71333333335,285735.95166666666
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,7,21648.0,1996-07-01,V04_DIAGNOSTIC AGENTS,945905.01,5401.0,540910.0499999999,370014.74000000005
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,7,977973.06,1996-07-01,V04_DIAGNOSTIC AGENTS,21648.0,244746.95,329472.00333333336,371514.0733333334
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,8,1428.0,1996-08-01,V04_DIAGNOSTIC AGENTS,977973.06,7295.0,648508.6900000001,439483.20166666666
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,8,63705.66,1996-08-01,V04_DIAGNOSTIC AGENTS,1428.0,331443.94,333683.02,437296.535
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,9,271.0,1996-09-01,V04_DIAGNOSTIC AGENTS,63705.66,9757.0,347702.24000000005,338587.12166666664
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,9,12639.53,1996-09-01,V04_DIAGNOSTIC AGENTS,271.0,440232.28,21801.553333333333,335155.12166666664
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,10,430.0,1996-10-01,V04_DIAGNOSTIC AGENTS,12639.53,12652.0,25538.73,179610.875
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,10,20119.89,1996-10-01,V04_DIAGNOSTIC AGENTS,430.0,570158.29,4446.843333333333,176074.54166666666
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,11,1382.0,1996-11-01,V04_DIAGNOSTIC AGENTS,20119.89,14548.0,11063.14,16432.346666666668
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,11,65800.07,1996-11-01,V04_DIAGNOSTIC AGENTS,1382.0,655962.14,7310.63,16424.68
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,12,2809.0,1996-12-01,V04_DIAGNOSTIC AGENTS,65800.07,20863.0,29100.653333333335,16773.748333333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1996,12,131314.26,1996-12-01,V04_DIAGNOSTIC AGENTS,2809.0,945905.01,23330.35666666667,17196.748333333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,1,5289.0,1997-01-01,V04_DIAGNOSTIC AGENTS,131314.26,21648.0,66641.11,36975.87
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,1,246726.88,1997-01-01,V04_DIAGNOSTIC AGENTS,5289.0,977973.06,46470.753333333334,37785.70333333334
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,2,7567.0,1997-02-01,V04_DIAGNOSTIC AGENTS,246726.88,1428.0,127776.71333333333,75553.535
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,2,355934.83,1997-02-01,V04_DIAGNOSTIC AGENTS,7567.0,63705.66,86527.62666666666,76584.36833333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,3,10531.0,1997-03-01,V04_DIAGNOSTIC AGENTS,355934.83,271.0,203409.56999999998,124940.16166666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,3,495601.06,1997-03-01,V04_DIAGNOSTIC AGENTS,10531.0,12639.53,124677.61,126227.16166666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,4,13732.0,1997-04-01,V04_DIAGNOSTIC AGENTS,495601.06,430.0,287355.63,186941.62833333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,4,646405.34,1997-04-01,V04_DIAGNOSTIC AGENTS,13732.0,20119.89,173288.02,188348.795
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,5,15195.0,1997-05-01,V04_DIAGNOSTIC AGENTS,646405.34,1382.0,385246.1333333333,254961.87166666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,5,713581.24,1997-05-01,V04_DIAGNOSTIC AGENTS,15195.0,65800.07,225110.78,256233.205
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,6,24153.0,1997-06-01,V04_DIAGNOSTIC AGENTS,713581.24,2809.0,458393.86000000004,315840.94
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,6,1135161.76,1997-06-01,V04_DIAGNOSTIC AGENTS,24153.0,131314.26,250976.41333333333,318111.2733333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,7,22240.0,1997-07-01,V04_DIAGNOSTIC AGENTS,1135161.76,5289.0,624298.6666666666,424704.7233333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,7,1048089.26,1997-07-01,V04_DIAGNOSTIC AGENTS,22240.0,246726.88,393851.58666666667,426122.7233333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,8,1840.0,1997-08-01,V04_DIAGNOSTIC AGENTS,1048089.26,7567.0,735163.6733333333,493070.0433333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,8,86253.0,1997-08-01,V04_DIAGNOSTIC AGENTS,1840.0,355934.83,357389.75333333336,490844.20999999996
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,9,261.0,1997-09-01,V04_DIAGNOSTIC AGENTS,86253.0,10531.0,378727.42,386289.50333333336
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,9,12490.0,1997-09-01,V04_DIAGNOSTIC AGENTS,261.0,495601.06,29451.333333333332,382307.50333333336
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,10,480.0,1997-10-01,V04_DIAGNOSTIC AGENTS,12490.0,13732.0,33001.333333333336,195195.54333333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,10,22880.29,1997-10-01,V04_DIAGNOSTIC AGENTS,480.0,646405.34,4410.333333333333,191568.87666666668
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,11,1473.0,1997-11-01,V04_DIAGNOSTIC AGENTS,22880.29,15195.0,11950.096666666666,20700.715
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,11,70583.53,1997-11-01,V04_DIAGNOSTIC AGENTS,1473.0,713581.24,8277.763333333334,20639.548333333336
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,12,3323.0,1997-12-01,V04_DIAGNOSTIC AGENTS,70583.53,24153.0,31645.60666666667,18027.97
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1997,12,160256.98,1997-12-01,V04_DIAGNOSTIC AGENTS,3323.0,1135161.76,25126.51,18538.303333333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,1,5648.0,1998-01-01,V04_DIAGNOSTIC AGENTS,160256.98,22240.0,78054.50333333334,43166.13333333334
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,1,273053.24,1998-01-01,V04_DIAGNOSTIC AGENTS,5648.0,1048089.26,56409.32666666667,44027.466666666674
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,2,7546.0,1998-02-01,V04_DIAGNOSTIC AGENTS,273053.24,1840.0,146319.40666666665,85722.95833333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,2,365423.07,1998-02-01,V04_DIAGNOSTIC AGENTS,7546.0,86253.0,95415.74666666666,86735.125
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,3,11056.0,1998-03-01,V04_DIAGNOSTIC AGENTS,365423.07,261.0,215340.77000000002,135875.04833333334
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,3,534476.55,1998-03-01,V04_DIAGNOSTIC AGENTS,11056.0,12490.0,128008.35666666667,137163.88166666668
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,4,13124.0,1998-04-01,V04_DIAGNOSTIC AGENTS,534476.55,480.0,303651.87333333335,199533.81000000003
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,4,634525.26,1998-04-01,V04_DIAGNOSTIC AGENTS,13124.0,22880.29,186218.85,200779.81000000003
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,5,16256.0,1998-05-01,V04_DIAGNOSTIC AGENTS,634525.26,1473.0,394041.9366666667,261025.1466666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,5,782671.64,1998-05-01,V04_DIAGNOSTIC AGENTS,16256.0,70583.53,221301.75333333333,262476.81333333335
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,6,23200.0,1998-06-01,V04_DIAGNOSTIC AGENTS,782671.64,3323.0,477817.6333333333,332018.2416666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,6,1119576.32,1998-06-01,V04_DIAGNOSTIC AGENTS,23200.0,160256.98,274042.5466666667,334042.2416666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,7,24988.0,1998-07-01,V04_DIAGNOSTIC AGENTS,1119576.32,5648.0,641815.9866666667,431558.86999999994
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,7,1209174.39,1998-07-01,V04_DIAGNOSTIC AGENTS,24988.0,273053.24,389254.7733333334,433536.2033333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,8,1977.0,1998-08-01,V04_DIAGNOSTIC AGENTS,1209174.39,7546.0,784579.57,529311.0583333332
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,8,96102.67,1998-08-01,V04_DIAGNOSTIC AGENTS,1977.0,365423.07,412046.4633333333,526931.225
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,9,446.0,1998-09-01,V04_DIAGNOSTIC AGENTS,96102.67,11056.0,435751.3533333333,412503.0633333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,9,21397.95,1998-09-01,V04_DIAGNOSTIC AGENTS,446.0,534476.55,32841.89,408710.73
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,10,685.0,1998-10-01,V04_DIAGNOSTIC AGENTS,21397.95,13124.0,39315.54,225681.00166666662
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,10,33576.32,1998-10-01,V04_DIAGNOSTIC AGENTS,685.0,634525.26,7509.650000000001,221630.50166666662
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,11,1605.0,1998-11-01,V04_DIAGNOSTIC AGENTS,33576.32,16256.0,18553.09,25697.49
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,11,77956.63,1998-11-01,V04_DIAGNOSTIC AGENTS,1605.0,782671.64,11955.44,25635.49
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,12,3607.0,1998-12-01,V04_DIAGNOSTIC AGENTS,77956.63,23200.0,37712.65,22611.150000000005
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1998,12,177086.08,1998-12-01,V04_DIAGNOSTIC AGENTS,3607.0,1119576.32,27722.876666666667,23137.983333333337
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,1,6391.0,1999-01-01,V04_DIAGNOSTIC AGENTS,177086.08,24988.0,86216.56999999999,49086.005000000005
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,1,314265.44,1999-01-01,V04_DIAGNOSTIC AGENTS,6391.0,1209174.39,62361.35999999999,50037.005000000005
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,2,9412.0,1999-02-01,V04_DIAGNOSTIC AGENTS,314265.44,1977.0,165914.17333333334,96818.52499999998
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,2,465000.53,1999-02-01,V04_DIAGNOSTIC AGENTS,9412.0,96102.67,110022.81333333334,98119.69166666665
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,3,12284.0,1999-03-01,V04_DIAGNOSTIC AGENTS,465000.53,446.0,262892.6566666667,162627.00833333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,3,606853.15,1999-03-01,V04_DIAGNOSTIC AGENTS,12284.0,21397.95,162232.17666666667,164073.17500000002
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,4,14988.0,1999-04-01,V04_DIAGNOSTIC AGENTS,606853.15,685.0,361379.22666666674,235701.02000000002
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,4,739759.5,1999-04-01,V04_DIAGNOSTIC AGENTS,14988.0,33576.32,211375.05000000002,237133.85333333336
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,5,19188.0,1999-05-01,V04_DIAGNOSTIC AGENTS,739759.5,1605.0,453866.8833333333,308049.53
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,5,947605.39,1999-05-01,V04_DIAGNOSTIC AGENTS,19188.0,77956.63,257978.5,309678.86333333334
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,6,25213.0,1999-06-01,V04_DIAGNOSTIC AGENTS,947605.39,3607.0,568850.9633333334,390113.00666666665
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,6,1242874.59,1999-06-01,V04_DIAGNOSTIC AGENTS,25213.0,177086.08,330668.7966666667,392267.84
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,7,29622.0,1999-07-01,V04_DIAGNOSTIC AGENTS,1242874.59,6391.0,738564.3266666667,498271.4133333334
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,7,1459912.56,1999-07-01,V04_DIAGNOSTIC AGENTS,29622.0,314265.44,432569.86333333334,500710.4133333334
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,8,2486.0,1999-08-01,V04_DIAGNOSTIC AGENTS,1459912.56,9412.0,910803.0500000002,620735.9233333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,8,122672.94,1999-08-01,V04_DIAGNOSTIC AGENTS,2486.0,465000.53,497340.1866666667,617952.2566666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,9,259.0,1999-09-01,V04_DIAGNOSTIC AGENTS,122672.94,12284.0,528357.1666666666,480463.5150000001
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,9,12765.96,1999-09-01,V04_DIAGNOSTIC AGENTS,259.0,606853.15,41805.98,476304.5150000001
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,10,669.0,1999-10-01,V04_DIAGNOSTIC AGENTS,12765.96,14988.0,45232.63333333333,271286.41
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,10,33627.43,1999-10-01,V04_DIAGNOSTIC AGENTS,669.0,739759.5,4564.653333333333,266460.91
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,11,2105.0,1999-11-01,V04_DIAGNOSTIC AGENTS,33627.43,19188.0,15687.463333333333,28746.721666666665
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,11,104778.09,1999-11-01,V04_DIAGNOSTIC AGENTS,2105.0,947605.39,12133.81,28683.221666666665
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,12,4396.0,1999-12-01,V04_DIAGNOSTIC AGENTS,104778.09,25213.0,46836.84,25700.746666666662
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,1999,12,219087.47,1999-12-01,V04_DIAGNOSTIC AGENTS,4396.0,1242874.59,37093.03,26390.246666666662
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,1,7764.0,2000-01-01,V04_DIAGNOSTIC AGENTS,219087.47,29622.0,109420.52,60777.165
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,1,389227.69,2000-01-01,V04_DIAGNOSTIC AGENTS,7764.0,1459912.56,77082.49,61959.665
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,2,11139.0,2000-02-01,V04_DIAGNOSTIC AGENTS,389227.69,2486.0,205359.72,121226.375
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,2,559687.52,2000-02-01,V04_DIAGNOSTIC AGENTS,11139.0,122672.94,136043.56333333332,122732.04166666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,3,12974.0,2000-03-01,V04_DIAGNOSTIC AGENTS,559687.52,259.0,320018.07,198550.28000000003
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,3,649697.14,2000-03-01,V04_DIAGNOSTIC AGENTS,12974.0,12765.96,194600.17333333334,199979.94666666668
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,4,18113.0,2000-04-01,V04_DIAGNOSTIC AGENTS,649697.14,669.0,407452.8866666667,271748.22500000003
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,4,908574.79,2000-04-01,V04_DIAGNOSTIC AGENTS,18113.0,33627.43,226928.04666666666,273473.05833333335
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,5,21251.0,2000-05-01,V04_DIAGNOSTIC AGENTS,908574.79,2105.0,525461.6433333334,360030.9083333334
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,5,1061178.54,2000-05-01,V04_DIAGNOSTIC AGENTS,21251.0,104778.09,315979.5966666667,361716.2416666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,6,26175.0,2000-06-01,V04_DIAGNOSTIC AGENTS,1061178.54,4396.0,663668.11,445298.07833333337
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,6,1303664.81,2000-06-01,V04_DIAGNOSTIC AGENTS,26175.0,219087.47,369534.8466666667,447498.24500000005
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,7,31148.0,2000-07-01,V04_DIAGNOSTIC AGENTS,1303664.81,7764.0,797006.1166666667,556492.8566666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,7,1556348.22,2000-07-01,V04_DIAGNOSTIC AGENTS,31148.0,389227.69,453662.60333333333,558665.3566666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,8,1505.0,2000-08-01,V04_DIAGNOSTIC AGENTS,1556348.22,11139.0,963720.3433333334,666627.5950000001
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,8,74218.1,2000-08-01,V04_DIAGNOSTIC AGENTS,1505.0,559687.52,529667.0733333334,663336.5950000001
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,9,401.0,2000-09-01,V04_DIAGNOSTIC AGENTS,74218.1,12974.0,544023.7733333333,498843.1883333334
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,9,20194.08,2000-09-01,V04_DIAGNOSTIC AGENTS,401.0,649697.14,25374.7,494547.5216666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,10,1036.0,2000-10-01,V04_DIAGNOSTIC AGENTS,20194.08,18113.0,31604.393333333337,280635.73333333334
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,10,51593.29,2000-10-01,V04_DIAGNOSTIC AGENTS,1036.0,908574.79,7210.360000000001,275617.0666666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,11,3025.0,2000-11-01,V04_DIAGNOSTIC AGENTS,51593.29,21251.0,24274.456666666665,24824.578333333335
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,11,152023.16,2000-11-01,V04_DIAGNOSTIC AGENTS,3025.0,1061178.54,18551.43,25077.911666666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,12,5092.0,2000-12-01,V04_DIAGNOSTIC AGENTS,152023.16,26175.0,68880.48333333334,38045.42166666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2000,12,256681.67,2000-12-01,V04_DIAGNOSTIC AGENTS,5092.0,1303664.81,53380.05333333334,38827.255
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,1,9055.0,2001-01-01,V04_DIAGNOSTIC AGENTS,256681.67,31148.0,137932.27666666667,78241.85333333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,1,457139.79,2001-01-01,V04_DIAGNOSTIC AGENTS,9055.0,1556348.22,90276.22333333334,79578.35333333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,2,13043.0,2001-02-01,V04_DIAGNOSTIC AGENTS,457139.79,1505.0,240958.81999999998,147169.43666666668
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,2,661685.69,2001-02-01,V04_DIAGNOSTIC AGENTS,13043.0,74218.1,159745.93,148839.10333333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,3,14944.0,2001-03-01,V04_DIAGNOSTIC AGENTS,661685.69,401.0,377289.49333333335,233782.8583333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,3,757462.55,2001-03-01,V04_DIAGNOSTIC AGENTS,14944.0,20194.08,229890.89666666664,235424.8583333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,4,20438.0,2001-04-01,V04_DIAGNOSTIC AGENTS,757462.55,1036.0,478030.74666666664,318888.3383333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,4,1036365.06,2001-04-01,V04_DIAGNOSTIC AGENTS,20438.0,51593.29,264281.51666666666,320785.505
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,5,25659.0,2001-05-01,V04_DIAGNOSTIC AGENTS,1036365.06,3025.0,604755.2033333334,417323.05
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,5,1269617.96,2001-05-01,V04_DIAGNOSTIC AGENTS,25659.0,152023.16,360820.6866666667,419425.7166666666
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,6,27787.0,2001-06-01,V04_DIAGNOSTIC AGENTS,1269617.96,5092.0,777214.0066666667,520747.7616666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,6,1379851.75,2001-06-01,V04_DIAGNOSTIC AGENTS,27787.0,256681.67,441021.32,522888.2616666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,7,34037.0,2001-07-01,V04_DIAGNOSTIC AGENTS,1379851.75,9055.0,892418.9033333333,626619.795
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,7,1728522.24,2001-07-01,V04_DIAGNOSTIC AGENTS,34037.0,457139.79,480558.5833333333,628886.295
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,8,1356.0,2001-08-01,V04_DIAGNOSTIC AGENTS,1728522.24,13043.0,1047470.3300000001,744245.8250000001
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,8,68717.02,2001-08-01,V04_DIAGNOSTIC AGENTS,1356.0,661685.69,587971.7466666667,740195.3250000001
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,9,296.0,2001-09-01,V04_DIAGNOSTIC AGENTS,68717.02,14944.0,599531.7533333333,540045.1683333333
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,9,14895.29,2001-09-01,V04_DIAGNOSTIC AGENTS,296.0,757462.55,23456.34,535463.3350000001
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,10,1213.0,2001-10-01,V04_DIAGNOSTIC AGENTS,14895.29,20438.0,27969.436666666665,307970.5916666667
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,10,61544.68,2001-10-01,V04_DIAGNOSTIC AGENTS,1213.0,1036365.06,5468.096666666667,302499.925
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,11,3383.0,2001-11-01,V04_DIAGNOSTIC AGENTS,61544.68,25659.0,25884.323333333334,24670.331666666665
CONCESSIONAL SAFETY NET,V04,DIAGNOSTIC AGENTS,2001,11,171778.5,2001-11-01,V04_DIAGNOSTIC AGENTS,3383.0,1269617.96,22046.89333333333,25008.164999999997
